channelGrouping,city,metro,visitNumber,browser,operatingSystem,isMobile,deviceCategory,campaign,source,medium,hits,pageviews,bounces,newVisits,transactionRevenue,month,quarterMonth,day,weekday,time_range
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,1
4,295,52,2,5,6,False,0,0,23,5,1,1,1,0,0.0,6,3,16,319,0
4,175,0,1,18,11,True,1,0,23,5,1,1,1,1,0.0,6,3,16,319,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,3
4,295,52,1,5,6,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,4
6,295,52,1,15,9,False,0,0,22,6,1,1,1,1,0.0,6,3,16,319,1
4,175,0,3,5,9,False,0,0,23,5,1,1,1,0,0.0,6,3,16,319,0
7,295,52,1,5,6,False,0,0,41,6,1,1,1,1,0.0,6,3,16,319,4
6,172,45,3,5,6,False,0,0,48,6,1,1,1,0,0.0,6,3,16,319,4
6,172,45,1,5,6,False,0,0,48,6,1,1,1,1,0.0,6,3,16,319,3
5,295,52,2,18,11,True,2,1,23,3,1,1,1,0,0.0,6,3,16,319,3
5,295,52,1,18,11,True,2,1,23,3,1,1,1,1,0.0,6,3,16,319,3
4,47,0,1,5,11,True,2,0,23,5,1,1,1,1,0.0,6,3,16,319,3
4,79,13,1,18,11,True,1,0,23,5,1,1,1,1,0.0,6,3,16,319,0
4,295,52,1,5,6,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,3
4,175,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,4
4,295,52,1,18,11,True,1,0,23,5,1,1,1,1,0.0,6,3,16,319,4
4,295,52,2,18,11,True,1,0,23,5,1,1,1,0,0.0,6,3,16,319,0
4,295,52,1,5,6,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,4
4,295,52,1,8,9,False,0,0,23,5,1,1,1,1,0.0,6,3,16,319,1
2,59,8,1,5,1,True,1,0,0,0,2,2,0,1,0.0,6,3,16,319,3
4,295,52,1,18,11,True,1,0,23,5,2,2,0,1,0.0,6,3,16,319,3
4,295,52,1,15,1,True,1,0,23,5,2,2,0,1,0.0,6,3,16,319,0
4,83,0,1,5,11,True,1,0,23,5,2,2,0,1,0.0,6,3,16,319,0
4,245,46,1,5,6,False,0,0,23,5,2,2,0,1,0.0,6,3,16,319,3
4,295,52,1,7,9,False,0,0,23,5,2,2,0,1,0.0,6,3,16,319,3
4,172,45,1,5,3,False,0,0,23,5,3,3,0,1,0.0,6,3,16,319,3
4,295,52,1,5,1,True,1,0,23,5,6,4,0,1,0.0,6,3,16,319,2
2,295,52,1,5,9,False,0,0,0,0,11,8,0,1,0.0,6,3,16,319,1
2,295,52,5,5,9,False,0,0,0,0,14,12,0,0,0.0,6,3,16,319,4
4,172,45,2,5,3,False,0,0,23,5,44,35,0,0,0.0,6,3,16,319,3
4,295,52,1,5,1,True,2,0,23,5,14,11,0,1,0.0,8,4,22,21,0
4,295,52,1,18,6,False,0,0,23,5,35,21,0,1,0.0,8,4,22,21,0
2,59,8,1,5,6,False,0,0,0,0,40,28,0,1,0.0,8,4,22,21,3
4,295,52,1,5,6,False,0,0,23,5,47,38,0,1,52.02,8,4,22,21,2
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,8,4,22,21,2
7,0,0,1,15,9,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,1
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,8,4,22,21,0
4,172,45,2,5,6,False,0,0,23,5,3,3,0,0,0.0,8,4,22,21,3
1,250,0,1,18,6,False,0,4,3,2,2,2,0,1,0.0,8,4,22,21,1
4,295,52,1,5,5,False,0,0,23,5,1,1,1,1,0.0,8,4,22,21,4
2,0,0,1,20,1,True,1,0,0,0,1,1,1,1,0.0,8,4,22,21,0
2,295,52,1,5,9,False,0,0,0,0,1,1,1,1,0.0,8,4,22,21,0
2,102,0,1,5,6,False,0,0,0,0,1,1,1,1,0.0,8,4,22,21,0
2,102,0,1,5,6,False,0,0,0,0,1,1,1,1,0.0,8,4,22,21,0
4,295,52,2,5,6,False,0,0,23,5,6,6,0,0,0.0,8,4,22,21,0
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,0
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,4
7,295,52,1,7,9,False,0,0,75,6,1,1,1,1,0.0,8,4,22,21,3
5,295,52,1,18,11,True,2,3,23,3,5,4,0,1,0.0,11,4,29,120,0
2,236,45,1,18,6,False,0,0,0,0,6,6,0,1,0.0,11,4,29,120,0
5,231,45,1,8,6,False,0,3,23,3,7,5,0,1,0.0,11,4,29,120,3
4,295,52,1,5,6,False,0,0,23,5,7,7,0,1,0.0,11,4,29,120,4
5,56,7,2,5,1,True,1,3,23,3,12,10,0,0,0.0,11,4,29,120,0
2,195,45,1,5,6,False,0,0,0,0,14,10,0,1,0.0,11,4,29,120,4
2,129,46,4,5,5,False,0,0,0,0,18,18,0,0,0.0,11,4,29,120,3
3,182,32,1,5,6,False,0,0,16,4,43,37,0,1,0.0,11,4,29,120,3
7,295,52,1,5,3,False,0,0,75,6,3,3,0,1,0.0,11,4,29,120,3
4,295,52,1,5,1,True,1,0,23,5,6,5,0,1,0.0,11,4,29,120,3
4,166,0,1,5,6,False,0,0,23,5,11,9,0,1,0.0,11,4,29,120,4
6,172,45,3,5,6,False,0,0,48,6,17,14,0,0,0.0,11,4,29,120,0
4,250,0,1,5,1,True,1,0,23,5,6,4,0,1,0.0,11,4,29,120,4
4,295,52,1,18,11,True,1,0,23,5,38,28,0,1,0.0,11,4,29,120,0
7,295,52,3,5,9,False,0,0,75,6,1,1,1,0,0.0,11,4,29,120,4
7,116,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,4
2,295,52,1,9,9,False,0,0,0,0,1,1,1,1,0.0,11,4,29,120,0
2,195,45,2,5,6,False,0,0,0,0,1,1,1,0,0.0,11,4,29,120,3
4,83,0,5,5,6,False,0,0,23,5,1,1,1,0,0.0,11,4,29,120,4
7,246,0,1,18,11,True,1,0,75,6,1,1,1,1,0.0,11,4,29,120,3
4,283,0,1,5,1,True,1,0,23,5,1,1,1,1,0.0,11,4,29,120,3
7,57,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,4
2,158,0,1,5,9,False,0,0,0,0,1,1,1,1,0.0,11,4,29,120,1
7,295,52,1,9,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,29,120,3
7,0,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,0
7,19,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,4
4,172,45,1,5,6,False,0,0,23,5,1,1,1,1,0.0,11,4,29,120,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,29,120,1
4,236,45,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,29,120,2
7,128,0,1,15,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,4
4,295,52,1,5,6,False,0,0,23,5,1,1,1,1,0.0,11,4,29,120,4
7,106,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,1
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,0
7,241,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,0
4,295,52,3,5,6,False,0,0,23,5,1,1,1,0,0.0,11,4,29,120,4
6,295,52,1,5,9,False,0,0,52,6,1,1,1,1,0.0,11,4,29,120,4
2,250,0,1,8,9,False,0,0,0,0,1,1,1,1,0.0,11,4,29,120,1
7,25,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,4
1,295,52,1,8,6,False,0,4,3,2,1,1,1,1,0.0,11,4,29,120,3
7,181,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,29,120,1
4,295,52,1,7,9,True,1,0,23,5,2,2,0,1,0.0,11,4,29,120,4
7,117,0,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,0
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,4
7,41,0,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,4
7,109,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,4
6,295,52,1,5,6,False,0,0,48,6,2,2,0,1,0.0,11,4,29,120,3
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,1
7,128,0,1,5,9,False,0,0,75,6,3,3,0,1,0.0,11,4,29,120,1
2,295,52,1,5,6,False,0,0,0,0,3,3,0,1,0.0,11,4,29,120,4
7,295,52,1,20,1,True,1,0,75,6,3,3,0,1,0.0,11,4,29,120,3
2,16,3,1,5,6,False,0,0,0,0,3,3,0,1,0.0,11,4,29,120,3
6,129,46,1,5,6,False,0,0,48,6,3,3,0,1,0.0,11,4,29,120,2
5,295,52,1,5,1,True,2,3,23,3,2,2,0,1,0.0,11,4,29,120,3
7,295,52,1,8,6,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,1
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,1
7,5,0,2,5,9,False,0,0,75,6,2,2,0,0,0.0,11,4,29,120,1
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,29,120,4
2,166,0,1,19,11,True,1,0,0,0,1,1,1,1,0.0,11,4,29,120,1
3,182,32,2,5,6,False,0,0,16,4,1,1,1,0,0.0,11,4,29,120,3
4,148,26,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,29,120,3
4,166,0,1,5,1,True,1,0,23,5,1,1,1,1,0.0,11,4,29,120,1
2,26,0,1,5,1,True,1,0,0,0,1,1,1,1,0.0,11,4,29,120,3
2,232,45,1,18,6,False,0,0,0,0,1,1,1,1,0.0,11,4,29,120,0
4,131,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,3,18,229,1
2,0,0,1,5,1,True,1,0,0,0,1,1,1,1,0.0,3,3,18,229,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,3,18,229,1
4,241,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,3,18,229,4
4,110,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,3,18,229,1
4,295,52,1,18,11,True,1,0,23,5,1,1,1,1,0.0,3,3,18,229,3
4,295,52,2,5,6,False,0,0,23,5,1,1,1,0,0.0,3,3,18,229,1
4,295,52,1,18,11,True,1,0,23,5,1,1,1,1,0.0,3,3,18,229,1
4,295,52,1,8,9,False,0,0,23,5,1,1,1,1,0.0,3,3,18,229,1
4,295,52,1,5,1,True,1,0,23,5,2,2,0,1,0.0,3,3,18,229,4
4,295,52,1,3,1,True,2,0,23,5,2,2,0,1,0.0,3,3,18,229,3
1,207,0,1,5,9,False,0,4,3,2,3,3,0,1,0.0,3,3,18,229,4
4,295,52,1,5,9,False,0,0,23,5,4,4,0,1,0.0,3,3,18,229,3
2,0,0,1,18,6,False,0,0,0,0,5,5,0,1,0.0,3,3,18,229,3
4,131,0,1,20,5,False,0,0,23,5,5,5,0,1,0.0,3,3,18,229,4
2,295,52,1,5,1,True,1,0,0,0,7,4,0,1,0.0,3,3,18,229,3
4,295,52,1,5,9,False,0,0,23,5,8,6,0,1,0.0,3,3,18,229,0
4,295,52,1,18,11,True,1,0,23,5,11,11,0,1,0.0,3,3,18,229,3
4,295,52,1,5,9,False,0,0,23,5,13,12,0,1,0.0,3,3,18,229,1
7,295,52,1,5,1,True,1,0,75,6,1,1,1,1,0.0,3,3,18,229,4
7,19,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,3,3,18,229,1
7,295,52,1,8,9,False,0,0,75,6,1,1,1,1,0.0,3,3,18,229,0
7,295,52,1,5,1,True,1,0,75,6,1,1,1,1,0.0,3,3,18,229,4
7,295,52,1,18,11,True,2,0,75,6,3,3,0,1,0.0,3,3,18,229,4
7,229,44,1,18,6,False,0,0,75,6,6,4,0,1,0.0,3,3,18,229,4
2,265,0,1,5,1,True,1,0,0,0,3,2,0,1,0.0,11,4,30,121,3
4,250,0,2,5,1,True,1,0,23,5,3,2,0,0,0.0,11,4,30,121,0
4,295,52,1,5,9,False,0,0,23,5,4,4,0,1,0.0,11,4,30,121,0
6,147,25,4,5,9,False,0,0,4,6,7,7,0,0,0.0,11,4,30,121,4
6,236,45,4,5,6,False,0,0,48,6,7,6,0,0,0.0,11,4,30,121,1
6,147,25,2,5,9,False,0,0,4,6,7,7,0,0,0.0,11,4,30,121,1
2,130,0,1,5,6,False,0,0,0,0,9,9,0,1,0.0,11,4,30,121,4
6,147,25,3,5,9,False,0,0,4,6,9,9,0,0,0.0,11,4,30,121,1
6,230,45,1,5,6,False,0,0,48,6,12,10,0,1,0.0,11,4,30,121,3
7,79,13,1,9,9,False,0,0,75,6,4,4,0,1,0.0,11,4,30,121,3
7,294,0,1,5,5,False,0,0,62,6,5,5,0,1,0.0,11,4,30,121,4
7,0,0,1,16,0,True,1,0,75,6,6,6,0,1,0.0,11,4,30,121,0
4,295,52,1,18,11,True,1,0,23,5,1,1,1,1,0.0,11,4,30,121,3
4,147,25,1,5,1,True,1,0,23,5,1,1,1,1,0.0,11,4,30,121,4
1,295,52,1,7,9,False,0,4,3,2,1,1,1,1,0.0,11,4,30,121,3
2,130,0,1,5,3,False,0,0,0,0,1,1,1,1,0.0,11,4,30,121,4
4,249,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,30,121,4
1,148,26,1,9,9,False,0,4,3,2,1,1,1,1,0.0,11,4,30,121,4
6,182,32,5,5,6,False,0,0,48,6,1,1,1,0,0.0,11,4,30,121,4
2,271,0,1,5,6,False,0,0,0,0,1,1,1,1,0.0,11,4,30,121,4
3,182,32,3,5,6,False,0,0,16,4,1,1,1,0,0.0,11,4,30,121,4
2,130,0,1,5,5,False,0,0,0,0,1,1,1,1,0.0,11,4,30,121,4
6,0,0,2,5,6,False,0,0,5,6,1,1,1,0,0.0,11,4,30,121,0
4,112,0,1,8,9,False,0,0,23,5,1,1,1,1,0.0,11,4,30,121,0
4,25,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,30,121,0
4,172,45,2,5,6,False,0,0,23,5,1,1,1,0,0.0,11,4,30,121,3
4,57,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,30,121,4
4,166,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,11,4,30,121,0
7,295,52,1,21,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,1
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,3
7,116,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,4
7,106,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,0
7,46,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,1
7,295,52,4,5,9,False,0,0,75,6,1,1,1,0,0.0,11,4,30,121,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,4
7,0,0,1,5,1,True,1,0,75,6,1,1,1,1,0.0,11,4,30,121,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,0
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,11,4,30,121,3
6,0,0,4,5,6,False,0,0,5,6,2,2,0,0,0.0,11,4,30,121,0
4,230,45,1,18,11,True,1,0,23,5,2,2,0,1,0.0,11,4,30,121,4
4,197,0,1,5,6,False,0,0,23,5,2,2,0,1,0.0,11,4,30,121,1
7,75,0,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,1
7,106,0,3,5,9,False,0,0,75,6,2,2,0,0,0.0,11,4,30,121,4
7,27,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,1
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,4
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,0
7,295,52,1,5,9,False,0,0,75,6,3,3,0,1,0.0,11,4,30,121,4
7,295,52,1,5,1,True,1,0,75,6,4,4,0,1,0.0,11,4,30,121,1
4,295,52,1,5,9,False,0,0,23,5,4,3,0,1,0.0,11,4,30,121,3
2,79,13,1,5,9,False,0,0,0,0,3,2,0,1,0.0,11,4,30,121,4
6,0,0,3,5,6,False,0,0,5,6,3,3,0,0,0.0,11,4,30,121,0
5,59,8,2,5,1,True,1,3,23,3,3,3,0,0,0.0,11,4,30,121,2
2,271,0,1,5,6,False,0,0,0,0,2,2,0,1,0.0,11,4,30,121,4
7,19,0,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,0
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,4
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,1
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,0
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,11,4,30,121,3
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,11,4,30,121,4
7,119,0,1,18,6,False,0,0,75,6,3,3,0,1,0.0,11,4,30,121,1
4,295,52,1,5,3,False,0,0,23,5,1,1,1,1,0.0,11,4,30,121,2
4,295,52,1,5,1,True,1,0,23,5,1,1,1,1,0.0,11,4,30,121,4
4,295,52,2,5,9,False,0,0,23,5,2,2,0,0,0.0,11,4,30,121,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,1,3,214,3
2,246,0,4,5,1,True,1,0,0,0,1,1,1,0,0.0,3,1,3,214,4
4,230,45,1,18,6,False,0,0,23,5,1,1,1,1,0.0,3,1,3,214,1
6,295,52,1,5,6,False,0,0,60,6,1,1,1,1,0.0,3,1,3,214,1
6,182,32,3,5,6,False,0,0,48,6,1,1,1,0,0.0,3,1,3,214,3
1,295,52,1,5,9,False,0,4,3,2,1,1,1,1,0.0,3,1,3,214,3
2,295,52,1,5,6,False,0,0,0,0,1,1,1,1,0.0,3,1,3,214,3
6,295,52,1,8,9,False,0,0,5,6,1,1,1,1,0.0,3,1,3,214,1
4,295,52,1,18,11,True,2,0,23,5,1,1,1,1,0.0,3,1,3,214,1
2,239,0,1,5,6,False,0,0,0,0,1,1,1,1,0.0,3,1,3,214,4
2,110,0,1,9,9,False,0,0,0,0,2,2,0,1,0.0,3,1,3,214,1
2,295,52,3,5,9,False,0,0,0,0,2,2,0,0,0.0,3,1,3,214,3
4,295,52,1,5,9,False,0,0,23,5,2,2,0,1,0.0,3,1,3,214,0
4,78,12,1,5,1,True,1,0,23,5,2,1,1,1,0.0,3,1,3,214,0
4,295,52,4,5,9,False,0,0,23,5,3,3,0,0,0.0,3,1,3,214,4
2,20,0,1,5,9,False,0,0,0,0,3,3,0,1,0.0,3,1,3,214,4
4,295,52,1,5,6,False,0,0,23,5,4,4,0,1,0.0,3,1,3,214,2
1,295,52,1,3,1,True,1,4,3,2,5,4,0,1,0.0,3,1,3,214,0
2,172,45,4,5,6,False,0,0,0,0,6,4,0,0,0.0,3,1,3,214,3
6,83,0,1,5,6,False,0,0,48,6,6,6,0,1,0.0,3,1,3,214,3
1,0,0,1,5,9,False,0,4,3,2,7,7,0,1,0.0,3,1,3,214,0
4,295,52,1,8,9,False,0,0,23,5,7,4,0,1,0.0,3,1,3,214,4
4,295,52,1,5,9,False,0,0,23,5,10,7,0,1,0.0,3,1,3,214,4
2,295,52,2,5,9,False,0,0,0,0,10,10,0,0,69.99,3,1,3,214,4
2,78,12,1,5,9,False,0,0,0,0,14,14,0,1,0.0,3,1,3,214,3
2,239,0,2,5,6,False,0,0,0,0,17,17,0,0,0.0,3,1,3,214,3
4,182,32,2,5,9,False,0,0,23,5,18,17,0,0,0.0,3,1,3,214,4
2,20,0,2,5,9,False,0,0,0,0,18,13,0,0,0.0,3,1,3,214,4
3,182,32,1,5,9,False,0,0,16,4,20,18,0,1,0.0,3,1,3,214,4
4,231,45,1,5,6,False,0,0,23,5,27,21,0,1,0.0,3,1,3,214,2
7,116,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,3,1,3,214,0
7,295,52,1,7,9,False,0,0,75,6,1,1,1,1,0.0,3,1,3,214,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,3,1,3,214,4
7,295,52,1,18,11,True,1,0,75,6,1,1,1,1,0.0,3,1,3,214,1
7,5,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,3,1,3,214,4
7,25,0,1,5,1,True,1,0,75,6,1,1,1,1,0.0,3,1,3,214,0
7,30,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,3,1,3,214,0
6,295,52,1,9,9,False,0,0,28,6,7,5,0,1,0.0,8,3,16,15,4
6,172,45,1,5,6,False,0,0,48,6,8,8,0,1,0.0,8,3,16,15,4
4,295,52,1,18,11,True,1,0,23,5,9,7,0,1,0.0,8,3,16,15,3
6,230,45,2,5,3,False,0,0,48,6,12,10,0,0,0.0,8,3,16,15,3
4,295,52,1,8,6,False,0,0,23,5,17,12,0,1,0.0,8,3,16,15,4
4,295,52,7,5,6,False,0,0,23,5,24,19,0,0,0.0,8,3,16,15,0
4,0,0,1,5,9,False,0,0,23,5,28,24,0,1,0.0,8,3,16,15,4
4,271,0,1,5,9,False,0,0,23,5,44,31,0,1,0.0,8,3,16,15,4
6,182,32,1,5,6,False,0,0,48,6,58,43,0,1,0.0,8,3,16,15,0
4,83,0,1,5,6,False,0,0,23,5,1,1,1,1,0.0,8,3,16,15,4
4,83,0,2,5,6,False,0,0,23,5,1,1,1,0,0.0,8,3,16,15,4
6,172,45,2,5,9,False,0,0,48,6,1,1,1,0,0.0,8,3,16,15,4
6,231,45,1,5,9,False,0,0,66,6,2,2,0,1,0.0,8,3,16,15,3
7,0,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,8,3,16,15,2
4,230,45,1,5,3,False,0,0,23,5,3,3,0,1,0.0,8,3,16,15,3
4,219,0,1,5,1,True,1,0,9,5,3,3,0,1,0.0,8,3,16,15,1
6,59,8,13,5,5,False,0,0,48,6,3,3,0,0,0.0,8,3,16,15,4
3,182,32,1,5,9,False,0,0,16,4,1,1,1,1,0.0,8,3,16,15,1
6,231,45,2,5,9,False,0,0,66,6,1,1,1,0,0.0,8,3,16,15,0
2,225,41,4,5,9,False,0,0,0,0,1,1,1,0,0.0,8,3,16,15,3
2,295,52,1,5,9,False,0,0,0,0,2,2,0,1,0.0,8,3,16,15,4
2,19,0,1,5,9,False,0,0,0,0,2,2,0,1,0.0,8,3,16,15,1
2,172,45,1,5,6,False,0,0,0,0,8,5,0,1,0.0,8,3,16,15,3
2,172,45,1,5,5,False,0,0,0,0,8,6,0,1,0.0,8,3,16,15,3
2,295,52,6,5,3,False,0,0,0,0,11,9,0,0,0.0,8,3,16,15,0
4,295,52,1,5,6,False,0,0,23,5,2,2,0,1,0.0,8,3,16,15,0
4,295,52,1,5,9,False,0,0,23,5,6,6,0,1,0.0,8,3,16,15,4
4,195,45,1,5,9,False,0,0,23,5,6,6,0,1,0.0,8,3,16,15,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,8,3,16,15,3
7,116,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,8,3,16,15,1
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,8,3,16,15,2
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,8,3,16,15,1
4,25,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,4,30,90,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,4,30,90,1
4,295,52,2,18,11,True,1,0,23,5,1,1,1,0,0.0,10,4,30,90,1
2,0,0,1,5,1,True,1,0,0,0,1,1,1,1,0.0,10,4,30,90,0
2,295,52,2,18,11,True,1,0,0,0,1,1,1,0,0.0,10,4,30,90,2
2,295,52,1,18,11,True,1,0,0,0,1,1,1,1,0.0,10,4,30,90,3
4,295,52,1,5,1,True,1,0,23,5,2,2,0,1,0.0,10,4,30,90,4
4,295,52,1,18,6,False,0,0,23,5,3,2,0,1,0.0,10,4,30,90,4
4,295,52,2,5,1,True,1,0,23,5,5,5,0,0,0.0,10,4,30,90,0
4,148,26,1,18,11,True,1,0,23,5,5,5,0,1,0.0,10,4,30,90,3
4,295,52,1,18,11,True,1,0,23,5,6,4,0,1,0.0,10,4,30,90,3
4,295,52,1,5,1,True,1,0,23,5,8,6,0,1,0.0,10,4,30,90,0
5,295,52,1,5,9,False,0,3,23,3,9,8,0,1,0.0,10,4,30,90,3
4,295,52,11,5,6,False,0,0,23,5,10,7,0,0,0.0,10,4,30,90,0
2,295,52,1,18,10,True,1,0,0,0,38,24,0,1,0.0,10,4,30,90,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,0
7,109,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,4
7,27,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,0
7,273,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,4
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,1
7,295,52,1,18,10,True,1,0,75,6,1,1,1,1,0.0,10,4,30,90,1
7,109,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,1
7,106,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,0
7,106,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,4
7,119,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,0
7,46,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,1
7,220,14,1,15,9,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,1
7,295,52,2,7,9,False,0,0,75,6,1,1,1,0,0.0,10,4,30,90,0
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,0
7,41,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,4,30,90,3
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,10,4,30,90,1
7,265,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,10,4,30,90,4
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,10,4,30,90,0
7,109,0,1,5,1,True,1,0,75,6,2,2,0,1,0.0,10,4,30,90,4
